1,200,1,7.2445,451.47,0,0,0,0,0,0.01115,0,0,0,0,2.8502,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0,0,0,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0,0,0,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0.024976,0,0.076398,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0,0,0,0,0,0,0,4.4234,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0,0,2.8848,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0,0,0,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0.058144,0,0,0,0,0.01115,0,0,0,0,1.4172,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0,0,0.047785,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0.46408,0,0,0.013253,0.009525,0,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0.076065,0,0,0.032916,0,0,0,0,0,0,4.9153,0,0,0,0,0
2,201,1,5.4098,337.14,0.034901,0,0,0,0,0.02988,0,0,0,0,0.31813,0,0,0,0,0
2,201,1,5.4098,337.14,0,0,0,0,0,0,0,0,0,0,0.38103,0,0,0,0,0
2,201,1,5.4098,337.14,0,0.52375,0,0,0.010107,0,0,0,0,0,0.38103,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,0.008332,0,2.7005,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0.39143,0,0,0,0.092284,0,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0.099774,0,0,0,0.008333,0,0,0,0,0,0.56603,0,0,0,0,0
3,202,1,5.6222,350.37,0.10689,0,0,0,0,0.016558,0.17432,0,0,0,3.2956,0,0,0,0,0
3,202,1,5.6222,350.37,0.012133,0,0,0,0,0,0,0,0,0,5.0294,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,0.003539,0,0.02988,0,0,0,0.76777,0.50683,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,0,0,0,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0.0060099,0.41041,0,0,0,1.206,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,0,0,0,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,0,0,0.013523,0,0,0,0,2.8039,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,0.008333,0,0,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0.005251,0,0,0,0,0,0.17432,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,3.9546,0,0,0.17432,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0.0068443,0,0,0,0,0.019602,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0.16584,0,0,0.008333,0,0,0,0,0,0,0.94716,0,0,0,0,0
3,202,1,5.6222,350.37,0,0,0,0,0.66534,0.19898,0,0,0,0,2.1939,0,0,0,0,0
3,202,1,5.6222,350.37,0.000765,0,0,0.00524,0,0,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0.000688,0,0,0,0,0,0.17432,0,0,0,0.8937,0,0,0,0,0
3,202,1,5.6222,350.37,0.018678,0,0,0,0,0,0,0,0,0,0.31813,0,0,0,0,0
3,202,1,5.6222,350.37,0,0.076539,0,0,0,0,0,0,0,0,0.31813,0,0,0,0,0
