1,200,1,5.8287,363.24,0.0001035,0,0,0,0,0,0,0,0,1.7864,0.53456,0,0,0,0,0
2,201,1,4.8709,303.55,0.008333,0,0,0.001326,0,0.012422,0,0,0,0.76777,0.53456,0,0,0,0,0.12177
2,201,1,4.8709,303.55,0,0,0,0,0,0.019758,1.7775,0,0,0.27721,0.53456,0,0,0,0,0
2,201,1,4.8709,303.55,0.001326,0,0,0,0,0.90087,0,0,0,0.76342,0.53456,0,0,0,0,0.073063
2,201,1,4.8709,303.55,0,0,0,0,0,0,0,0,0,0.55196,0.53456,0,0,0,0,0.012177
2,201,1,4.8709,303.55,0.082336,0,0,0,0,0,1.6086,0,0,0.44682,0.95257,0,0,0,0,0
2,201,1,4.8709,303.55,0.49748,0,0,0.022631,0,0.0051541,0.3089,0,0,0.39237,0.53456,0,0,0,0,0
2,201,1,4.8709,303.55,0.050901,0,0,0.00328,0,0,0,0,0,1.2479,1.2132,0,0,0,0,0
2,201,1,4.8709,303.55,0,0,0,0,0,0,0,0,0,0.76342,0.53456,0,0,0,0,0.21919
2,201,1,4.8709,303.55,0,0,0,0,0,0,0,0,0,0,4.6339,0,0,0,0,0
2,201,1,4.8709,303.55,0,0,0,0,0,0,1.7775,0,0,0,2.7542,0,0,0,0,0
2,201,1,4.8709,303.55,0,0,0,0,0,0.0035399,0,0,0,1.057,0.53456,0,0,0,0,0.56015
2,201,1,4.8709,303.55,0,0,0,0.0035045,0,0,0,0,0,0,0.53456,0,0,0,0,0
2,201,1,4.8709,303.55,0,0,0.0096165,0,0,0,0,0,0,0.18355,0.53456,0,0,0,0,0
2,201,1,4.8709,303.55,2.8579,0,0,0,0,0,0,0,0,0,0.53456,0,0,0,0,0
2,201,1,4.8709,303.55,0,0,0,0,0,0,0,0,0,0,0.53456,0,0,0,0,0.12177
2,201,1,4.8709,303.55,0,0,0,0,0,0.0034001,1.5898,0,0,1.0167,1.0019,0,0,0,0,0.073063
