1000355,0.0,0.0,28.33900512,2015.0,540
1000355,0.0,0.0,4.90601242,226.0,540
1000355,0.0,0.0,2.62758782,102.0,540
1000355,0.0,0.0,0.28133472,16.0,540
1000435,0.0,0.0056194899999999996,0.0,2.0,220
1002978,0.49926014,0.0,0.0,13.0,740
1003056,0.84984718,0.0,0.0,24.0,760
1004651,1.010088,0.0,0.0,13.0,0
1004905,0.68993539,0.0,0.0,14.0,750
1006750,0.294165,0.0,0.0,2.0,745
1006770,0.0,0.191625,0.0,11.0,220
1006770,0.0,0.26568157894736844,0.40737842105263156,38.0,220
1006770,0.0,0.0,0.048545,3.0,220
1006770,0.0,0.0,0.76504,2.0,220
1006770,0.0,0.01898,0.0,1.0,220
1006770,0.0,0.07081,0.0,3.0,220
1006770,0.0,0.2929125,0.1757475,40.0,220
1006770,0.0,0.00876,0.0,6.0,220
1006770,0.0557508064516129,0.14495209677419355,0.14495209677419355,31.0,220
1006770,0.0,0.032485,0.032485,2.0,220
1006770,0.0,0.017885,0.0,4.0,220
1006770,0.0,0.010585,0.0,1.0,220
1006770,0.0,0.088695,0.0,8.0,220
1006770,0.0,0.0073,0.0,2.0,220
1006770,0.0,0.12252891304347825,0.28006608695652174,23.0,220
1006770,0.0,0.0,0.02847,4.0,220
1006770,0.0,0.157315,0.0,2.0,220
1006770,0.0,0.027375,0.0,5.0,220
1006770,0.0,0.4869911111111111,0.06087388888888889,18.0,220
1006770,0.0,0.03431,0.0,11.0,220
1006770,0.0,0.175565,0.175565,22.0,220
1006770,0.0,0.09931842105263157,0.08938657894736843,19.0,220
1007476,0.0,0.0,0.06683224458733333,3.0,420
1007476,0.0,0.0,0.11747933079999999,43.0,420
1007479,1.298418310054645,0.2562667717213115,4.698224148224044,366.0,430
1007479,0.0,0.0,0.28282298,6.0,430
1007479,1.9857703199999999,1.5064464496551724,9.911732890344828,783.0,430
1007479,0.7244405693506494,0.0,1.0187445506493507,77.0,430
1007479,0.0,0.0,0.01324265,3.0,430
1007479,4.789997113084112,1.3865781116822429,7.311048225233645,321.0,430
1007479,0.8517649066666667,0.0,1.7035298133333334,9.0,430
1007479,0.0,0.0,0.15996427,12.0,430
1007479,0.1282414857142857,0.017098864761904763,0.21373580952380952,42.0,430
1007479,3.4621040792857145,0.7801924685714285,5.997729602142857,210.0,430
1007479,0.0,0.0,0.36494129,12.0,430
1007479,0.20779045624999998,0.04155809125,0.7480456424999999,72.0,430
1007479,0.0,0.0,0.019594990000000003,9.0,430
1007479,2.5463026808750002,0.266031623375,3.2683885157500003,160.0,430
1007479,1.3688496994736843,0.0,7.300531730526316,228.0,430
1007479,4.378271559277652,1.8452485498871334,8.639118210835214,886.0,430
1007479,0.08182973121019109,0.01636594624203822,0.7582888425477707,157.0,430
1007479,0.0771150793220339,0.0771150793220339,0.6040681213559324,59.0,430
1007479,3.6714150598862556,1.1053722760947866,16.047636794018956,1055.0,430
1007482,0.0,0.0,13.72411896,941.0,395
1007482,0.0,0.0,3.30940468,218.0,395
1007484,0.0,0.01206641,0.0,2.0,580
1007484,0.0,0.00577965,0.0,4.0,580
1007484,0.0,0.01242455,0.0,4.0,580
1007485,0.0,0.0,1.87050955,271.0,220
1007485,0.0,0.0,0.40194019,121.0,220
1007485,0.0,0.0,0.03336595,9.0,220
1007485,0.0,0.0,0.7696844899999998,48.0,220
1007485,0.0,0.0,0.54225158,133.0,220
1007485,0.0,0.0,1.53118198,401.0,220
1007485,0.0,0.0,0.18091164,51.0,220
1007485,0.0,0.0,0.5203826756000001,212.0,220
1007485,0.0,0.0,0.03279571,20.0,220
1007777,0.0,0.0,0.007127493089,6.0,430
1007777,0.0,0.0,0.020957213080000002,6.0,430
1007777,0.0,0.0,0.02707171169,17.0,430
1008051,0.7144598004923076,0.75389427,0.75389427,325.0,160
1008052,0.24729466666666666,0.0,0.961077,171.0,580
1008052,0.0,0.0,0.001046,1.0,580
1008052,0.0,0.0,0.007929,3.0,580
1008052,1.8531814828244275,0.0,3.5440405,262.0,580
1008066,0.0,0.0,0.008277,3.0,305
1008066,0.0,0.0,0.004462,6.0,305
1008066,0.0,0.004448,0.006672,5.0,305
1008066,0.0,0.002114,0.0,4.0,305
1008079,0.0,0.0,0.006282,24.0,260
1008079,0.0,0.005724,0.0,2.0,260
1008079,0.0,0.032013,0.0,10.0,260
1008079,0.0,0.05872,0.0,23.0,260
1008079,0.0,0.005285,0.0,3.0,260
1008079,0.0,0.003491,0.0,1.0,260
1008086,0.0,0.8347825070640178,2.453534672935983,906.0,575
1008086,0.0,0.008527948367346938,0.8272109916326531,294.0,575
1008087,1.0757043174107144,0.0,7.314789358392857,224.0,540
1008092,0.0,0.0,0.000999,2.0,220
1008111,0.02819285,0.0,0.02819285,2.0,890
1008113,0.0,0.0,0.129028,27.0,220
1008116,0.0,0.01764875,0.00252125,8.0,160
1008134,0.0,0.0,0.2328431501,26.0,350
1008134,0.0,0.0,0.4021071278,14.0,350
1008134,0.0,0.0,1.49243318,14.0,350
1008134,0.0,0.014147233362068965,0.4102697675,29.0,350
1008141,0.026351543,0.0,0.0,1.0,430
1008141,0.0,0.0,0.0,1.0,430
1008141,0.0,0.019855228,0.0,1.0,430
1008141,0.0,0.025410182,0.0,1.0,430
1008141,0.0846303848,0.0,0.0423151924,5.0,430
1008141,4.459935345,0.0,1.4386888209677418,62.0,430
1008141,2.7417355356862747,0.7539772723137256,1.0966942142745097,51.0,430
1008141,0.128435793,0.1926536895,0.0642178965,4.0,430
1008141,0.0,0.0,0.045052266,1.0,430
1008141,6.050964316129032,3.3280303738709676,2.016988105376344,93.0,430
1008141,0.0,0.075360968,0.0,2.0,430
1008141,0.583384041,0.0,0.1166768082,10.0,430
1008141,0.371401437,0.10611469628571428,0.10611469628571428,7.0,430
1008141,0.037533661,0.0,0.0,2.0,430
1008141,0.136721514,0.0,0.0,5.0,430
1008141,0.307560493,0.0,0.1230241972,5.0,430
1008141,0.0,0.0,0.0,1.0,430
1008141,0.0,0.082919008,0.0,1.0,430
1008141,0.0,0.0,0.0,1.0,430
1008141,0.200685226,0.30102783899999996,0.0,4.0,430
1008141,0.0,0.0,0.028178165,2.0,430
1008167,0.0,0.40042635200000004,0.233159648,250.0,575
1008170,0.0,0.00038509,0.0,1.0,507
1008173,0.0,0.0,20.18224851,886.0,395
1008173,0.0,0.0,4.10661831,144.0,395
1008173,0.0,0.0,0.09574373,42.0,395
1008173,0.0,0.0,9.28715996,439.0,395
1008190,0.0,0.0,0.100537,18.0,305
1008190,0.328329,0.0,0.328329,31.0,305
1008190,0.0,0.0,0.030746,10.0,305
1008190,0.0,0.0,0.027373,5.0,305
1008190,0.0,0.0,0.037865,8.0,305
1008190,0.0,0.0,0.020468,3.0,305
1008202,0.0,0.0,0.04804252,5.0,540
1008202,0.0,0.0,0.072390383,52.0,540
1008203,0.0,0.0,0.775647,88.0,515
