Compressors,1000435,9.0,220
Dehydrators,1000435,9.0,220
Header,1000435,3.0,220
Heater-treater,1000435,0.0,220
In-line heaters,1000435,0.0,220
Meters/piping,1000435,1442.0,220
Separators,1000435,0.0,220
Separators,1000435,818.0,220
Wellhead,1000435,14.0,220
Wellhead,1000435,1466.0,220
Wellhead,1002978,0.0,740
Wellhead,1002978,176.0,740
Separators,1002978,0.0,740
Separators,1002978,2.0,740
Meters/piping,1002978,0.0,740
Dehydrators,1002978,0.0,740
Heater-treater,1002978,2.0,740
Header,1002978,68.0,740
Compressors,1002978,0.0,740
In-line heaters,1002978,0.0,740
Separators,1004628,0.0,745
Wellhead,1004628,0.0,745
Wellhead,1004628,638.0,745
Meters/piping,1004628,0.0,745
Separators,1004628,21.0,745
Heater-treater,1004628,0.0,745
In-line heaters,1004628,0.0,745
Header,1004628,44.0,745
Dehydrators,1004628,0.0,745
Compressors,1004628,0.0,745
Wellhead,1005963,0.0,580
Separators,1005963,293.0,580
Separators,1005963,0.0,580
Meters/piping,1005963,722.0,580
Wellhead,1005963,464.0,580
Heater-treater,1005963,0.0,580
Header,1005963,0.0,580
Dehydrators,1005963,4.0,580
Compressors,1005963,39.0,580
In-line heaters,1005963,339.0,580
Wellhead,1006564,2714.0,160
Wellhead,1006564,0.0,160
Separators,1006564,2721.0,160
Separators,1006564,0.0,160
Meters/piping,1006564,2721.0,160
In-line heaters,1006564,31.0,160
Header,1006564,0.0,160
Dehydrators,1006564,0.0,160
Compressors,1006564,11.0,160
Heater-treater,1006564,0.0,160
Separators,1006750,0.0,745
Wellhead,1006750,0.0,745
Wellhead,1006750,126.0,745
Meters/piping,1006750,0.0,745
Separators,1006750,4.0,745
Heater-treater,1006750,2.0,745
Compressors,1006750,0.0,745
Dehydrators,1006750,0.0,745
In-line heaters,1006750,0.0,745
Header,1006750,23.0,745
Wellhead,1006770,40.0,220
Compressors,1006770,83.0,220
Dehydrators,1006770,40.0,220
Header,1006770,21.0,220
Heater-treater,1006770,196.0,220
In-line heaters,1006770,28.0,220
Meters/piping,1006770,1082.0,220
Separators,1006770,1314.0,220
Separators,1006770,143.0,220
Wellhead,1006770,1042.0,220
Wellhead,1007476,677.0,420
Wellhead,1007476,2.0,420
Separators,1007476,677.0,420
Separators,1007476,2.0,420
Meters/piping,1007476,0.0,420
Dehydrators,1007476,0.0,420
Heater-treater,1007476,0.0,420
Header,1007476,0.0,420
Compressors,1007476,40.0,420
In-line heaters,1007476,0.0,420
Meters/piping,1007479,46.0,430
Wellhead,1007479,2526.0,430
Separators,1007479,67.0,430
Separators,1007479,2960.0,430
Wellhead,1007479,51.0,430
In-line heaters,1007479,0.0,430
Header,1007479,981.0,430
Dehydrators,1007479,0.0,430
Compressors,1007479,0.0,430
Heater-treater,1007479,1066.0,430
Wellhead,1007485,343.0,220
Separators,1007485,656.0,220
Separators,1007485,1376.0,220
Meters/piping,1007485,355.0,220
Wellhead,1007485,164.0,220
Heater-treater,1007485,3.0,220
Header,1007485,508.0,220
Dehydrators,1007485,0.0,220
Compressors,1007485,2.0,220
In-line heaters,1007485,0.0,220
Wellhead,1007777,184.0,430
Wellhead,1007777,0.0,430
Separators,1007777,185.0,430
Separators,1007777,0.0,430
Meters/piping,1007777,184.0,430
In-line heaters,1007777,0.0,430
Header,1007777,184.0,430
Dehydrators,1007777,0.0,430
Compressors,1007777,1.0,430
Heater-treater,1007777,82.0,430
Separators,1008052,86.0,580
Wellhead,1008052,134.0,580
Wellhead,1008052,93.0,580
Meters/piping,1008052,134.0,580
Separators,1008052,28.0,580
Heater-treater,1008052,0.0,580
Compressors,1008052,2.0,580
Dehydrators,1008052,0.0,580
In-line heaters,1008052,0.0,580
Header,1008052,11.0,580
Compressors,1008053,0.0,540
Dehydrators,1008053,0.0,540
Header,1008053,0.0,540
Heater-treater,1008053,0.0,540
In-line heaters,1008053,0.0,540
Meters/piping,1008053,3271.0,540
Separators,1008053,0.0,540
Separators,1008053,601.0,540
Wellhead,1008053,1.0,540
Wellhead,1008053,3266.0,540
Wellhead,1008066,348.0,305
Wellhead,1008066,12.0,305
Separators,1008066,0.0,305
Separators,1008066,0.0,305
Meters/piping,1008066,348.0,305
Dehydrators,1008066,19.0,305
Heater-treater,1008066,12.0,305
Header,1008066,12.0,305
Compressors,1008066,20.0,305
In-line heaters,1008066,0.0,305
Separators,1008078,138.0,507
Wellhead,1008078,137.0,507
Wellhead,1008078,0.0,507
Meters/piping,1008078,137.0,507
Separators,1008078,0.0,507
Heater-treater,1008078,0.0,507
Compressors,1008078,0.0,507
Dehydrators,1008078,134.0,507
In-line heaters,1008078,1.0,507
Header,1008078,0.0,507
Wellhead,1008079,2427.0,260
Compressors,1008079,35.0,260
Dehydrators,1008079,4.0,260
Header,1008079,30.0,260
Heater-treater,1008079,2.0,260
In-line heaters,1008079,225.0,260
Meters/piping,1008079,2427.0,260
Separators,1008079,66.0,260
Separators,1008079,984.0,260
Wellhead,1008079,200.0,260
Wellhead,1008086,0.0,575
Wellhead,1008086,184.0,575
Separators,1008086,0.0,575
Separators,1008086,17.0,575
Meters/piping,1008086,0.0,575
Dehydrators,1008086,0.0,575
Heater-treater,1008086,62.0,575
Header,1008086,0.0,575
Compressors,1008086,0.0,575
In-line heaters,1008086,0.0,575
Meters/piping,1008087,0.0,540
Wellhead,1008087,8.0,540
Separators,1008087,0.0,540
Separators,1008087,26.0,540
Wellhead,1008087,0.0,540
In-line heaters,1008087,0.0,540
Header,1008087,0.0,540
Compressors,1008087,0.0,540
Heater-treater,1008087,15.0,540
Dehydrators,1008087,0.0,540
Wellhead,1008092,926.0,220
Compressors,1008092,1.0,220
Dehydrators,1008092,0.0,220
Header,1008092,926.0,220
