Compressors,1000435,23.0,220
Dehydrators,1000435,19.0,220
Header,1000435,4.0,220
Heater-treater,1000435,0.0,220
In-line heaters,1000435,18.0,220
Meters/piping,1000435,1571.0,220
Separators,1000435,0.0,220
Separators,1000435,1267.0,220
Wellhead,1000435,0.0,220
Wellhead,1000435,1692.0,220
Wellhead,1002978,0.0,740
Wellhead,1002978,175.0,740
Separators,1002978,2.0,740
Meters/piping,1002978,0.0,740
Separators,1002978,0.0,740
Heater-treater,1002978,2.0,740
Header,1002978,68.0,740
Dehydrators,1002978,0.0,740
Compressors,1002978,0.0,740
In-line heaters,1002978,0.0,740
Wellhead,1004628,0.0,745
Wellhead,1004628,766.0,745
Separators,1004628,0.0,745
Separators,1004628,21.0,745
Meters/piping,1004628,0.0,745
In-line heaters,1004628,0.0,745
Header,1004628,44.0,745
Dehydrators,1004628,0.0,745
Compressors,1004628,0.0,745
Heater-treater,1004628,0.0,745
Separators,1005963,0.0,580
Wellhead,1005963,428.0,580
Wellhead,1005963,0.0,580
Separators,1005963,296.0,580
Meters/piping,1005963,735.0,580
Dehydrators,1005963,7.0,580
Heater-treater,1005963,0.0,580
Header,1005963,0.0,580
In-line heaters,1005963,346.0,580
Compressors,1005963,39.0,580
Wellhead,1006564,15.0,160
Separators,1006564,1525.0,160
Separators,1006564,15.0,160
Meters/piping,1006564,2511.0,160
Wellhead,1006564,2507.0,160
Heater-treater,1006564,6.0,160
Header,1006564,0.0,160
Dehydrators,1006564,6.0,160
Compressors,1006564,12.0,160
In-line heaters,1006564,35.0,160
Wellhead,1006750,0.0,745
Wellhead,1006750,125.0,745
Separators,1006750,0.0,745
Separators,1006750,4.0,745
Meters/piping,1006750,0.0,745
In-line heaters,1006750,0.0,745
Header,1006750,23.0,745
Dehydrators,1006750,0.0,745
Compressors,1006750,0.0,745
Heater-treater,1006750,2.0,745
Separators,1006770,872.0,220
Wellhead,1006770,51.0,220
Wellhead,1006770,1411.0,220
Meters/piping,1006770,86.0,220
Separators,1006770,122.0,220
Heater-treater,1006770,196.0,220
Header,1006770,21.0,220
In-line heaters,1006770,28.0,220
Dehydrators,1006770,49.0,220
Compressors,1006770,76.0,220
Wellhead,1007037,485.0,430
Separators,1007037,58.0,430
Separators,1007037,74.0,430
Meters/piping,1007037,251.0,430
Wellhead,1007037,251.0,430
Heater-treater,1007037,99.0,430
Header,1007037,0.0,430
Dehydrators,1007037,2.0,430
Compressors,1007037,4.0,430
In-line heaters,1007037,0.0,430
Wellhead,1007475,546.0,360
Wellhead,1007475,16.0,360
Separators,1007475,544.0,360
Separators,1007475,12.0,360
Meters/piping,1007475,552.0,360
In-line heaters,1007475,499.0,360
Header,1007475,0.0,360
Dehydrators,1007475,2.0,360
Compressors,1007475,23.0,360
Heater-treater,1007475,8.0,360
Separators,1007476,8.0,420
Wellhead,1007476,7.0,420
Separators,1007476,700.0,420
Meters/piping,1007476,657.0,420
Wellhead,1007476,726.0,420
Heater-treater,1007476,0.0,420
Compressors,1007476,40.0,420
In-line heaters,1007476,0.0,420
Header,1007476,0.0,420
Dehydrators,1007476,0.0,420
Wellhead,1007479,146.0,430
Wellhead,1007479,1550.0,430
Separators,1007479,75.0,430
Meters/piping,1007479,180.0,430
Separators,1007479,43.0,430
Heater-treater,1007479,14.0,430
Header,1007479,25.0,430
Dehydrators,1007479,0.0,430
Compressors,1007479,37.0,430
In-line heaters,1007479,11.0,430
Wellhead,1007483,4.0,530
Wellhead,1007483,0.0,530
Separators,1007483,4.0,530
Separators,1007483,0.0,530
Meters/piping,1007483,4.0,530
In-line heaters,1007483,0.0,530
Header,1007483,0.0,530
Dehydrators,1007483,0.0,530
Compressors,1007483,0.0,530
Heater-treater,1007483,0.0,530
Wellhead,1007484,11195.0,580
Wellhead,1007484,78.0,580
Separators,1007484,11836.0,580
Separators,1007484,75.0,580
Meters/piping,1007484,12201.0,580
Heater-treater,1007484,1.0,580
Header,1007484,78.0,580
Dehydrators,1007484,6.0,580
Compressors,1007484,2255.0,580
In-line heaters,1007484,7.0,580
Separators,1007485,1108.0,220
Wellhead,1007485,235.0,220
Wellhead,1007485,590.0,220
Separators,1007485,437.0,220
Meters/piping,1007485,235.0,220
Dehydrators,1007485,5.0,220
Heater-treater,1007485,3.0,220
Header,1007485,590.0,220
In-line heaters,1007485,36.0,220
Compressors,1007485,17.0,220
Wellhead,1007486,639.0,230
Wellhead,1007486,2.0,230
Separators,1007486,639.0,230
Separators,1007486,2.0,230
Meters/piping,1007486,639.0,230
Heater-treater,1007486,0.0,230
Header,1007486,2.0,230
Dehydrators,1007486,6.0,230
Compressors,1007486,24.0,230
In-line heaters,1007486,0.0,230
Separators,1007599,0.0,230
Wellhead,1007599,771.0,230
Wellhead,1007599,0.0,230
Separators,1007599,620.0,230
Meters/piping,1007599,771.0,230
Compressors,1007599,40.0,230
Heater-treater,1007599,0.0,230
Header,1007599,0.0,230
Dehydrators,1007599,4.0,230
In-line heaters,1007599,0.0,230
Separators,1007777,0.0,430
Wellhead,1007777,0.0,430
Wellhead,1007777,391.0,430
Separators,1007777,192.0,430
Meters/piping,1007777,391.0,430
In-line heaters,1007777,0.0,430
Heater-treater,1007777,80.0,430
Header,1007777,391.0,430
Dehydrators,1007777,1.0,430
Compressors,1007777,11.0,430
Wellhead,1007807,9.0,890
Separators,1007807,0.0,890
Separators,1007807,6.0,890
Meters/piping,1007807,1.0,890
Wellhead,1007807,0.0,890
Heater-treater,1007807,1.0,890
Header,1007807,4.0,890
Dehydrators,1007807,1.0,890
Compressors,1007807,3.0,890
In-line heaters,1007807,0.0,890
Wellhead,1008051,14.0,160
Wellhead,1008051,0.0,160
Separators,1008051,14.0,160
Separators,1008051,0.0,160
Meters/piping,1008051,14.0,160
In-line heaters,1008051,0.0,160
Header,1008051,0.0,160
Dehydrators,1008051,0.0,160
Compressors,1008051,6.0,160
Heater-treater,1008051,0.0,160
Separators,1008052,101.0,580
Wellhead,1008052,118.0,580
Separators,1008052,32.0,580
Meters/piping,1008052,36.0,580
Wellhead,1008052,36.0,580
Heater-treater,1008052,0.0,580
Header,1008052,2.0,580
Dehydrators,1008052,0.0,580
Compressors,1008052,3.0,580
In-line heaters,1008052,0.0,580
Wellhead,1008053,3.0,540
Separators,1008053,221.0,540
Separators,1008053,1.0,540
Meters/piping,1008053,1414.0,540
Wellhead,1008053,1877.0,540
Heater-treater,1008053,1.0,540
Header,1008053,2.0,540
Dehydrators,1008053,9.0,540
Compressors,1008053,9.0,540
In-line heaters,1008053,0.0,540
Wellhead,1008066,358.0,305
Wellhead,1008066,8.0,305
Separators,1008066,0.0,305
Separators,1008066,0.0,305
Meters/piping,1008066,358.0,305
In-line heaters,1008066,0.0,305
Header,1008066,8.0,305
Dehydrators,1008066,18.0,305
Compressors,1008066,22.0,305
Heater-treater,1008066,5.0,305
Separators,1008078,0.0,507
Wellhead,1008078,0.0,507
Separators,1008078,132.0,507
Meters/piping,1008078,131.0,507
Wellhead,1008078,131.0,507
Heater-treater,1008078,0.0,507
Compressors,1008078,0.0,507
In-line heaters,1008078,2.0,507
Header,1008078,0.0,507
Dehydrators,1008078,127.0,507
Wellhead,1008079,2432.0,260
Wellhead,1008079,184.0,260
Separators,1008079,1072.0,260
Meters/piping,1008079,2432.0,260
Separators,1008079,73.0,260
Heater-treater,1008079,8.0,260
Header,1008079,36.0,260
Dehydrators,1008079,10.0,260
Compressors,1008079,38.0,260
In-line heaters,1008079,504.0,260
Wellhead,1008081,177.0,230
Wellhead,1008081,0.0,230
Separators,1008081,160.0,230
Separators,1008081,0.0,230
Meters/piping,1008081,160.0,230
In-line heaters,1008081,0.0,230
Header,1008081,0.0,230
Dehydrators,1008081,161.0,230
Compressors,1008081,3.0,230
Heater-treater,1008081,0.0,230
Wellhead,1008086,0.0,575
Wellhead,1008086,581.0,575
Separators,1008086,0.0,575
Separators,1008086,506.0,575
Meters/piping,1008086,0.0,575
In-line heaters,1008086,0.0,575
Header,1008086,0.0,575
Dehydrators,1008086,0.0,575
Compressors,1008086,0.0,575
Heater-treater,1008086,453.0,575
Separators,1008087,0.0,540
Wellhead,1008087,0.0,540
Wellhead,1008087,6.0,540
Meters/piping,1008087,0.0,540
Separators,1008087,0.0,540
Heater-treater,1008087,0.0,540
Header,1008087,0.0,540
In-line heaters,1008087,0.0,540
Dehydrators,1008087,0.0,540
Compressors,1008087,0.0,540
Wellhead,1008090,455.0,220
Separators,1008090,0.0,220
Separators,1008090,15.0,220
Meters/piping,1008090,0.0,220
Wellhead,1008090,0.0,220
Heater-treater,1008090,1.0,220
Header,1008090,455.0,220
Dehydrators,1008090,0.0,220
Compressors,1008090,0.0,220
In-line heaters,1008090,0.0,220
Wellhead,1008092,18.0,220
Wellhead,1008092,900.0,220
Separators,1008092,392.0,220
Separators,1008092,0.0,220
Meters/piping,1008092,395.0,220
In-line heaters,1008092,0.0,220
Header,1008092,900.0,220
Dehydrators,1008092,1.0,220
Compressors,1008092,1.0,220
Heater-treater,1008092,103.0,220
Separators,1008111,12.0,890
Wellhead,1008111,0.0,890
Wellhead,1008111,332.0,890
Separators,1008111,0.0,890
Meters/piping,1008111,0.0,890
In-line heaters,1008111,0.0,890
Heater-treater,1008111,0.0,890
Header,1008111,33.0,890
Dehydrators,1008111,0.0,890
Compressors,1008111,0.0,890
Wellhead,1008113,649.0,220
Separators,1008113,0.0,220
Separators,1008113,649.0,220
Meters/piping,1008113,0.0,220
Wellhead,1008113,0.0,220
Heater-treater,1008113,0.0,220
Header,1008113,649.0,220
Dehydrators,1008113,0.0,220
Compressors,1008113,0.0,220
In-line heaters,1008113,0.0,220
Wellhead,1008116,694.0,160
Wellhead,1008116,0.0,160
Separators,1008116,67.0,160
Separators,1008116,0.0,160
Meters/piping,1008116,694.0,160
In-line heaters,1008116,34.0,160
Header,1008116,0.0,160
Dehydrators,1008116,0.0,160
Compressors,1008116,8.0,160
Heater-treater,1008116,0.0,160
Separators,1008134,45.0,350
Wellhead,1008134,40.0,350
Separators,1008134,170.0,350
Meters/piping,1008134,0.0,350
Wellhead,1008134,86.0,350
Heater-treater,1008134,20.0,350
Header,1008134,40.0,350
Dehydrators,1008134,0.0,350
Compressors,1008134,23.0,350
In-line heaters,1008134,0.0,350
Wellhead,1008141,14349.0,430
Separators,1008141,1208.0,430
Separators,1008141,8999.0,430
Meters/piping,1008141,674.0,430
Wellhead,1008141,580.0,430
Heater-treater,1008141,3550.0,430
Header,1008141,846.0,430
Dehydrators,1008141,9.0,430
Compressors,1008141,71.0,430
In-line heaters,1008141,0.0,430
Wellhead,1008165,169.0,595
Wellhead,1008165,0.0,595
Separators,1008165,169.0,595
Separators,1008165,0.0,595
Meters/piping,1008165,169.0,595
In-line heaters,1008165,0.0,595
Header,1008165,0.0,595
Dehydrators,1008165,0.0,595
Compressors,1008165,0.0,595
Heater-treater,1008165,0.0,595
Separators,1008167,287.0,575
Wellhead,1008167,970.0,575
Separators,1008167,0.0,575
Meters/piping,1008167,0.0,575
Wellhead,1008167,0.0,575
Heater-treater,1008167,0.0,575
Compressors,1008167,2.0,575
In-line heaters,1008167,0.0,575
Header,1008167,629.0,575
Dehydrators,1008167,2.0,575
Wellhead,1008170,159.0,507
Wellhead,1008170,0.0,507
Separators,1008170,159.0,507
Meters/piping,1008170,159.0,507
Separators,1008170,0.0,507
Heater-treater,1008170,0.0,507
Header,1008170,0.0,507
Dehydrators,1008170,0.0,507
Compressors,1008170,4.0,507
In-line heaters,1008170,3.0,507
Wellhead,1008172,115.0,890
Wellhead,1008172,323.0,890
Separators,1008172,0.0,890
Separators,1008172,16.0,890
Meters/piping,1008172,14.0,890
In-line heaters,1008172,0.0,890
Header,1008172,24.0,890
Dehydrators,1008172,0.0,890
Compressors,1008172,0.0,890
Heater-treater,1008172,0.0,890
Wellhead,1008173,0.0,395
Wellhead,1008173,438.0,395
Separators,1008173,0.0,395
Separators,1008173,79.0,395
Meters/piping,1008173,377.0,395
In-line heaters,1008173,4.0,395
Header,1008173,35.0,395
Dehydrators,1008173,0.0,395
Compressors,1008173,0.0,395
Heater-treater,1008173,374.0,395
Separators,1008190,1.0,305
Wellhead,1008190,80.0,305
Separators,1008190,1.0,305
Meters/piping,1008190,1.0,305
Wellhead,1008190,1.0,305
Heater-treater,1008190,86.0,305
Compressors,1008190,6.0,305
In-line heaters,1008190,1.0,305
Header,1008190,33.0,305
Dehydrators,1008190,4.0,305
Wellhead,1008199,60.0,345
