EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.API_GRAVITY,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.AVERAGE_LOW_PRESSURE,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_ACQUIRED,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_DIVESTED,EF_W_FACILITY_OVERVIEW.WELLS_COMPLETED,EF_W_FACILITY_OVERVIEW.WELL_REMOVED_FROM_PRODUCTION,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.CO2_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_HANDLED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_OIL_HANDLED,EF_W_FACILITY_OVERVIEW.FRACTIONATE_NGL,EF_W_FACILITY_OVERVIEW.NUMBER_OF_COMPRESSORS,EF_W_FACILITY_OVERVIEW.COMPRESSOR_POWER_RATING,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_INJECTED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.TOTAL_STORAGE_CAPACITY,EF_W_FACILITY_OVERVIEW.QUANTITY_IMPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_EXPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_RECEIVED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_DELIVERED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_TRANSFERRED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_CONSUMED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_STOLEN,EF_W_FACILITY_OVERVIEW.QUANT_GAS_TRANSPORTED_GB,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_RECD,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_TRANS,EF_W_FACILITY_OVERVIEW.US_STATE,EF_W_FACILITY_OVERVIEW.MILES_OF_TRANS_PIPE,EF_W_FACILITY_OVERVIEW.MISSING_DATA_PROC_USED
TGP Station 245 West Winfield,1006042,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,27307,,,,,,,,,,,,,,,,,,,,
Delmont,1006109,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,67700,,,,,,,,,,,,,,,,,,,,
SPINDLETOP COMPRESSOR STATION,1006122,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,16742,,,,,,,,,,,,,,,,,,,,
Cromwell,1006130,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,39130,,,,,,,,,,,,,,,,,,,,
Kosciusko,1006143,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,15,51875,,,,,,,,,,,,,,,,,,,,
Mullinville Compressor Station,1006152,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,25900,,,,,,,,,,,,,,,,,,,,
Waterloo Compressor Station,1006154,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,16250,,,,,,,,,,,,,,,,,,,,
KERN RIVER GAS TRANSMISSION COMPANY: MILFORD COMPRESSOR STATION,1006156,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,
ELBERTA COMPRESSOR STATION,1006232,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,31000,,,,,,,,,,,,,,,,,,,,
PG&E GERBER COMPRESSOR STATION,1006265,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,19500,,,,,,,,,,,,,,,,,,,,
STATION #9 - ROSWELL CMP STN,1006317,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,19400,,,,,,,,,,,,,,,,,,,,
Eastern Gas Transmission and Storage - Washington Station (Tran),1006332,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,17016,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Garvin CS#12,1006368,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
PG&E DELEVAN COMPRESSOR STATION,1006434,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,39900,,,,,,,,,,,,,,,,,,,,
Stony Point,1006440,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,47344.47,,,,,,,,,,,,,,,,,,,,
TOWNER COMPRESSOR STATION,1006505,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,31400,,,,,,,,,,,,,,,,,,,,
Atmos Energy Corporation - APT Howard,1006523,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,23717,,,,,,,,,,,,,,,,,,,,
NORTHERN NATURAL GAS-CLIFTON,1006586,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,24200,,,,,,,,,,,,,,,,,,,,
Bechtelsville,1006696,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,33500,,,,,,,,,,,,,,,,,,,,
Grantville,1006698,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,33500,,,,,,,,,,,,,,,,,,,,
COLUMBIA GAS TRANSMISSION FRAMETOWN,1006755,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,31475,,,,,,,,,,,,,,,,,,,,
Southeast,1006757,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,53630,,,,,,,,,,,,,,,,,,,,
Marietta,1006781,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,39659,,,,,,,,,,,,,,,,,,,,
Perulack,1006782,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,42900,,,,,,,,,,,,,,,,,,,,
Lilly,1006824,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,34800,,,,,,,,,,,,,,,,,,,,
Bailey Compressor Station,1006833,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,23675,,,,,,,,,,,,,,,,,,,,
Alliance Pipeline L.P. Albert Lea 25-A,1006841,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,31200,,,,,,,,,,,,,,,,,,,,
Mainline Compressor Station,1006918,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,8040,,,,,,,,,,,,,,,,,,,,
REED CMP STN,1006926,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,45830,,,,,,,,,,,,,,,,,,,,
RUSSELL CMP STN,1006928,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,10,71465,,,,,,,,,,,,,,,,,,,,
STATION #2 - FLAGSTAFF CMP STN,1006931,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,37270,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 190,1006953,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,13,59550,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 105,1006954,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,65500,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 150,1006973,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,16,54600,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 165/166,1006997,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,16,71888,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 185,1006998,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,11,50500,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 140,1007003,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,15,60775,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 120,1007004,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,18,71530,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 90,1007005,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,18,78730,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 100,1007006,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,107880,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 70,1007016,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,47390,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 170,1007042,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,11,33450,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 80,1007043,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,18,70475,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 110,1007049,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,17,81844,,,,,,,,,,,,,,,,,,,,
GULFSTREAM STATION 420,1007080,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,50500,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 60,1007081,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,13,37640,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP - SNOHOMISH C/S,1007092,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,22638,,,,,,,,,,,,,,,,,,,,
Bushton Compressor Station,1007102,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,37500,,,,,,,,,,,,,,,,,,,,
TGP Station 200 Greenup  KY,1007191,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,13,24200,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION LLC - RAYNE COMPRESSOR STATION,1007394,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,12,59880,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Defiance CS,1007403,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,10,36963,,,,,,,,,,,,,,,,,,,,
NGPL Station 388 Storage  Longview  TX,1007430,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,19600,,,,,,,,,,,,,,,,,,,,
EPNG Station 6794 Williams  AZ,1007437,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,33550,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP - MUDDY CREEK C/S,1007450,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,7241,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP SUMAS C/S,1007513,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,50479,,,,,,,,,,,,,,,,,,,,
Consumers Energy - Ray Compressor Station,1007535,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,35875,,,,,,,,,,,,,,,,,,,,
PG&E TIONESTA COMPRESSOR STATION,1007536,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,13975,,,,,,,,,,,,,,,,,,,,
VECTOR PIPELINE LP Washington,1007787,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,30000,,,,,,,,,,,,,,,,,,,,
GULFSTREAM STATION 410 (a.k.a. STATION 100),1008037,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,128700,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 130,1008043,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,18,59180,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 160,1008045,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,16,55100,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 180,1008046,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,14,34600,,,,,,,,,,,,,,,,,,,,
White Pigeon Compressor Station,1008055,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,10,34975,,,,,,,,,,,,,,,,,,,,
NGPL Station 194 Wilson  KS,1008080,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,16000,,,,,,,,,,,,,,,,,,,,
Chaplin Station,1008146,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,29424,,,,,,,,,,,,,,,,,,,,
WIC Station 7938 Snake River  CO,1008148,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,19458,,,,,,,,,,,,,,,,,,,,
Hanover (AGT) Station,1008149,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,22000,,,,,,,,,,,,,,,,,,,,
Lambertville Station,1008150,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,36230,,,,,,,,,,,,,,,,,,,,
CIG Station 5610 Greasewood  CO,1008151,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,9950,,,,,,,,,,,,,,,,,,,,
Oxford Station,1008158,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,45400,,,,,,,,,,,,,,,,,,,,
Bennington Compressor Station,1008160,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,40959,,,,,,,,,,,,,,,,,,,,
Pink Compressor Station,1008162,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,8880,,,,,,,,,,,,,,,,,,,,
SNG Station 5283 Hall Gate  GA,1008226,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,11530,,,,,,,,,,,,,,,,,,,,
TGP Station 071 Middleton  TN,1008233,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,23,34350,,,,,,,,,,,,,,,,,,,,
EPNG Station 6550 Monument Plant  NM,1008235,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,9566,,,,,,,,,,,,,,,,,,,,
TGP Station 254 Nassau,1008238,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,18875,,,,,,,,,,,,,,,,,,,,
EPNG Station 6770 Oracle  AZ,1008239,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,10300,,,,,,,,,,,,,,,,,,,,
EPNG Station 6348 Plains  TX,1008240,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,15,24185,,,,,,,,,,,,,,,,,,,,
Blessing Station,1008245,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,16920,,,,,,,,,,,,,,,,,,,,
TGP Station 325 Sussex,1008247,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,17379,,,,,,,,,,,,,,,,,,,,
SNG Station 4152 Tarrant  AL,1008249,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,12050,,,,,,,,,,,,,,,,,,,,
SNG Station 5272 Thomaston  GA,1008250,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,20317.5,,,,,,,,,,,,,,,,,,,,
COLUMBIA GAS TRANSMISSION LLC WAYNESBURG COMPRESSOR STATION,1008304,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,10080,,,,,,,,,,,,,,,,,,,,
NFGSC CONCORD STATION,1008315,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,19003,,,,,,,,,,,,,,,,,,,,
EPNG Station 6398  Wink  TX,1008368,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,18240,,,,,,,,,,,,,,,,,,,,
SNG Station 5230 York  AL,1008370,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,18320,,,,,,,,,,,,,,,,,,,,
Richmond Station,1008371,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,16622,,,,,,,,,,,,,,,,,,,,
Union Church Station,1008374,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,13,32050,,,,,,,,,,,,,,,,,,,,
KMTP Station 555 Goodrich  TX,1008429,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,7660,,,,,,,,,,,,,,,,,,,,
KMBP Brooks County Station  TX,1008430,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,7430,,,,,,,,,,,,,,,,,,,,
Cheneyville Compressor Station,1008455,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,24540,,,,,,,,,,,,,,,,,,,,
EPNG Station 6311 El Paso  TX,1008460,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,44842,,,,,,,,,,,,,,,,,,,,
Jefferson Compressor Station,1008685,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,30506,,,,,,,,,,,,,,,,,,,,
Pratt Compressor Station,1008687,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Cogar Compressor Station,1008724,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,9900,,,,,,,,,,,,,,,,,,,,
Canute (El Paso) Compressor Station,1008725,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,7060,,,,,,,,,,,,,,,,,,,,
NFGSC BUFFALO STATION,1008740,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,25300,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP GREEN RIVER C/S,1008941,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,10220,,,,,,,,,,,,,,,,,,,,
Bethel Compressor Station,1008964,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,8600,,,,,,,,,,,,,,,,,,,,
Burnell Compressor Station,1008965,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,8553,,,,,,,,,,,,,,,,,,,,
Mansfield Compressor Station,1008969,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,49080,,,,,,,,,,,,,,,,,,,,
Sonora Compressor Station,1008970,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,16000,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 30,1009006,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,17750,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 44,1009007,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,31800,,,,,,,,,,,,,,,,,,,,
TRANSCO STATION 45,1009008,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,18420,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP CHEHALIS C/S,1009015,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,13713,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP WILLARD C/S,1009016,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,18201,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP GOLDENDALE C/S,1009017,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,16026,,,,,,,,,,,,,,,,,,,,
NORTHWEST PIPELINE GP ROOSEVELT C/S,1009019,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,16308,,,,,,,,,,,,,,,,,,,,
