0.148094918,0.004510427,0.181181579,0.550470919,0.231193811,0.743715981,0.027460094,0.000932665,0.10971806,1.432756406
0.26103628,0.012928916,0.176187199,0.932995772,0.489676531,1.260692164,0.040703962,0.008996166,0.726575558,3.690836693
0.906432749,0,0.918128655,0.777777778,0.087719298,1.228070175,0,0,1.994152047,2.374269006
0.001735776,0,0.000578592,1.048987464,0.930954677,0.703375121,0.144069431,0.000771456,0.663452266,1.954098361
0.091056911,0.124055476,0.290961263,1.016068867,0.639120038,2.464945002,0.093065519,0.004543281,0.211238642,2.687087518
0.045513443,0.081308714,0.024619372,0.555879495,0.349206349,1.33803045,0.070132815,0.000485909,0.036767088,6.290087464
0.742056713,0.098735907,0.259309874,0.731124018,0.213187564,2.371028357,0.000683293,0.002391527,0.680560301,10.56952511
0.000204082,0.227142857,0.008979592,0.777346939,0.73,0.915102041,0.021632653,0.232244898,1.129183673,4.859387755
0.086105407,0,0,0,0,0.06036961,0,0,0,0.014921287
0.000138259,0.06848833,3.77E-05,0.406593683,0.939907744,0.156546549,0.003632433,0.000175966,0.025326479,0.847186436
0,0.001122586,0,0.733048945,0.948136507,0,0.049393803,0.004041311,0.252581949,0.950830714
0.333524158,0.012021983,0.549461873,0.739638196,0.386306389,4.876001832,0.00045798,0.000343485,0.06789558,1.607052897
0.186046512,0.008944544,1.182468694,0.896243292,0.005366726,10.00894454,0,0,0.56529517,3.436493739
